Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-mams,branch-6r1e,randomiser-y4s2,branch-lrzc,branch-3gc6,branch-qx2b,branch-zqfd,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: Condition,Spreadsheet: _,Spreadsheet: Trial,Spreadsheet: C-T,Spreadsheet: randomise_trials,Spreadsheet: display,Spreadsheet: Image,Spreadsheet: Ask,Spreadsheet: .png,Spreadsheet: Question,Spreadsheet: Pronoun,Spreadsheet: Aux,Spreadsheet: Port,Spreadsheet: Starboard,Spreadsheet: Blot,Spreadsheet: Correct,Spreadsheet: Incorrect,Spreadsheet: ,Spreadsheet: Y,Spreadsheet: N,Spreadsheet: L,Spreadsheet: R,Manipulation: Spreadsheet,Store: correct,Store: total
18,1712402987410,06/04/2024 11:29:47,1712406587410,1,06/04/2024 13:29:47,139619,19,task-98zo,,36792907,BLIND,10848462,,complete,,66112a955d4f9f30f20c9680,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1440x900,1437x715,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,1e-2 B Testing,16,Testing02,Testing,hvzr65,1,response,06_MOM_BLOT_WAN.png,7732.000000000029,7717,7732.000000000029,7732.000000000029,7717,7732.000000000029,1,7732.000000000029,0,0,,Click Response,RightOption,3,object-86,1e-2,_,39,1e-2_39,4,Testing02,06_MOM,ASK,.png,06_MOM_ASK.png,BLOT,WUNG,06_MOM_BLOT_WUNG.png,06_MOM_BLOT_WAN.png,BLOT,06_MOM_BLOT_WAN.png,06_MOM_BLOT_WUNG.png,,WAN,WUNG,WUNG,WAN,,30,34
19,1712402988562,06/04/2024 11:29:48,1712406588562,1,06/04/2024 13:29:48,139619,19,task-98zo,,36792907,BLIND,10848462,,complete,,66112a955d4f9f30f20c9680,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1440x900,1437x715,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,1e-2 B Testing,17,Testing02,Testing,hvzr65,1,response,05_AUROR_BLOT_WAN.png,1167,1150,1167,1167,1150,1167,0,1167,0,0,,Click Response,LeftOption,4,object-112,1e-2,_,42,1e-2_42,5,Testing02,05_AUROR,ASK,.png,05_AUROR_ASK.png,BLOT,WAN,05_AUROR_BLOT_WAN.png,05_AUROR_BLOT_WUNG.png,BLOT,05_AUROR_BLOT_WUNG.png,05_AUROR_BLOT_WAN.png,,WIM,WUNG,WAN,WUNG,,30,35
20,1712402990680,06/04/2024 11:29:50,1712406590680,1,06/04/2024 13:29:50,139619,19,task-98zo,,36792907,BLIND,10848462,,complete,,66112a955d4f9f30f20c9680,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1440x900,1437x715,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,1e-2 B Testing,18,Testing02,Testing,hvzr65,1,response,41_PIXIE_BLOT_WAN.png,2136,2132,2136,2136,2132,2136,1,2136,0,0,,Click Response,LeftOption,4,object-112,1e-2,_,43,1e-2_43,5,Testing02,41_PIXIE,ASK,.png,41_PIXIE_ASK.png,BLOT,WAN,41_PIXIE_BLOT_WAN.png,41_PIXIE_BLOT_WIM.png,BLOT,41_PIXIE_BLOT_WAN.png,41_PIXIE_BLOT_WIM.png,,,,WAN,WIM,,31,36
21,1712402993965,06/04/2024 11:29:53,1712406593965,1,06/04/2024 13:29:53,139619,19,task-98zo,,36792907,BLIND,10848462,,complete,,66112a955d4f9f30f20c9680,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1440x900,1437x715,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,1e-2 B Testing,19,Testing02,Testing,hvzr65,1,response,21_TEACHHOG_BLOT_WUNG.png,3289,3285,3289,3289,3285,3289,0,3289,0,0,,Click Response,LeftOption,4,object-112,1e-2,_,44,1e-2_44,5,Testing02,21_TEACHHOG,ASK,.png,21_TEACHHOG_ASK.png,BLOT,WUNG,21_TEACHHOG_BLOT_WUNG.png,21_TEACHHOG_BLOT_WIM.png,BLOT,21_TEACHHOG_BLOT_WIM.png,21_TEACHHOG_BLOT_WUNG.png,,,,WUNG,WIM,,31,37
22,1712402995703,06/04/2024 11:29:55,1712406595703,1,06/04/2024 13:29:55,139619,19,task-98zo,,36792907,BLIND,10848462,,complete,,66112a955d4f9f30f20c9680,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1440x900,1437x715,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,1e-2 B Testing,20,Testing02,Testing,hvzr65,1,response,25_PROSECUTE_BLOT_WAN.png,1741,1732,1741,1741,1732,1741,1,1741,0,0,,Click Response,LeftOption,4,object-112,1e-2,_,41,1e-2_41,5,Testing02,25_PROSECUTE,ASK,.png,25_PROSECUTE_ASK.png,BLOT,WAN,25_PROSECUTE_BLOT_WAN.png,25_PROSECUTE_BLOT_WUNG.png,BLOT,25_PROSECUTE_BLOT_WAN.png,25_PROSECUTE_BLOT_WUNG.png,,WAN,WIM,WAN,WUNG,,32,38
23,1712402997531,06/04/2024 11:29:57,1712406597531,1,06/04/2024 13:29:57,139619,19,task-98zo,,36792907,BLIND,10848462,,complete,,66112a955d4f9f30f20c9680,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1440x900,1437x715,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,1e-2 B Testing,21,Testing02,Testing,hvzr65,1,response,26_ERISED_BLOT_WUNG.png,1837,1835,1837,1837,1835,1837,1,1837,0,0,,Click Response,RightOption,3,object-86,1e-2,_,46,1e-2_46,6,Testing02,26_ERISED,ASK,.png,26_ERISED_ASK.png,BLOT,WIM,26_ERISED_BLOT_WIM.png,26_ERISED_BLOT_WUNG.png,BLOT,26_ERISED_BLOT_WUNG.png,26_ERISED_BLOT_WIM.png,,,,WIM,WUNG,,33,39
24,1712403004951,06/04/2024 11:30:04,1712406604951,1,06/04/2024 13:30:04,139619,19,task-98zo,,36792907,BLIND,10848462,,complete,,66112a955d4f9f30f20c9680,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1440x900,1437x715,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,1e-2 B Testing,22,Testing02,Testing,hvzr65,1,response,20_PULLSWORD_BLOT_WAN.png,7422,7415,7422,7422,7415,7422,1,7422,0,0,,Click Response,LeftOption,4,object-112,1e-2,_,47,1e-2_47,6,Testing02,20_PULLSWORD,ASK,.png,20_PULLSWORD_ASK.png,BLOT,WAN,20_PULLSWORD_BLOT_WAN.png,20_PULLSWORD_BLOT_WUNG.png,BLOT,20_PULLSWORD_BLOT_WAN.png,20_PULLSWORD_BLOT_WUNG.png,,,,WAN,WUNG,,34,40
25,1712403005683,06/04/2024 11:30:05,1712406605683,1,06/04/2024 13:30:05,139619,19,task-98zo,,36792907,BLIND,10848462,,complete,,66112a955d4f9f30f20c9680,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1440x900,1437x715,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,1e-2 B Testing,23,Testing02,Testing,hvzr65,1,response,39_STOPHAGRID_BLOT_WIM.png,740.0000000000291,734,740.0000000000291,740.0000000000291,734,740.0000000000291,0,740.0000000000291,0,0,,Click Response,RightOption,3,object-86,1e-2,_,45,1e-2_45,6,Testing02,39_STOPHAGRID,ASK,.png,39_STOPHAGRID_ASK.png,BLOT,WAN,39_STOPHAGRID_BLOT_WAN.png,39_STOPHAGRID_BLOT_WIM.png,BLOT,39_STOPHAGRID_BLOT_WAN.png,39_STOPHAGRID_BLOT_WIM.png,,,,WAN,WIM,,34,41
26,1712403006402,06/04/2024 11:30:06,1712406606402,1,06/04/2024 13:30:06,139619,19,task-98zo,,36792907,BLIND,10848462,,complete,,66112a955d4f9f30f20c9680,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1440x900,1437x715,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,1e-2 B Testing,24,Testing02,Testing,hvzr65,1,response,07_AZKABAN_BLOT_WIM.png,725,720,725,725,720,725,1,725,0,0,,Click Response,RightOption,3,object-86,1e-2,_,48,1e-2_48,6,Testing02,07_AZKABAN,ASK,.png,07_AZKABAN_ASK.png,BLOT,WAN,07_AZKABAN_BLOT_WAN.png,07_AZKABAN_BLOT_WIM.png,BLOT,07_AZKABAN_BLOT_WIM.png,07_AZKABAN_BLOT_WAN.png,,,,WAN,WIM,,35,42
27,1712403007404,06/04/2024 11:30:07,1712406607404,1,06/04/2024 13:30:07,139619,19,task-98zo,,36792907,BLIND,10848462,,complete,,66112a955d4f9f30f20c9680,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1440x900,1437x715,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,1e-2 B Testing,25,Testing02,Testing,hvzr65,1,response,04_WHEEZES_BLOT_WAN.png,1006.0000000000291,997,1006.0000000000291,1006.0000000000291,997,1006.0000000000291,1,1006.0000000000291,0,0,,Click Response,LeftOption,4,object-112,1e-2,_,49,1e-2_49,7,Testing02,04_WHEEZES,ASK,.png,04_WHEEZES_ASK.png,BLOT,WAN,04_WHEEZES_BLOT_WAN.png,04_WHEEZES_BLOT_WIM.png,BLOT,04_WHEEZES_BLOT_WAN.png,04_WHEEZES_BLOT_WIM.png,,,,WAN,WIM,,36,43
28,1712403007974,06/04/2024 11:30:07,1712406607974,1,06/04/2024 13:30:07,139619,19,task-98zo,,36792907,BLIND,10848462,,complete,,66112a955d4f9f30f20c9680,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1440x900,1437x715,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,1e-2 B Testing,26,Testing02,Testing,hvzr65,1,response,35_PROPHET_BLOT_WAN.png,580,567,580,580,567,580,0,580,0,0,,Click Response,LeftOption,4,object-112,1e-2,_,52,1e-2_52,7,Testing02,35_PROPHET,ASK,.png,35_PROPHET_ASK.png,BLOT,WAN,35_PROPHET_BLOT_WAN.png,35_PROPHET_BLOT_WIM.png,BLOT,35_PROPHET_BLOT_WIM.png,35_PROPHET_BLOT_WAN.png,,,,WAN,WIM,,36,44
29,1712403008849,06/04/2024 11:30:08,1712406608849,1,06/04/2024 13:30:08,139619,19,task-98zo,,36792907,BLIND,10848462,,complete,,66112a955d4f9f30f20c9680,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1440x900,1437x715,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,1e-2 B Testing,27,Testing02,Testing,hvzr65,1,response,13_QUIBBLER_BLOT_WAN.png,887,882,887,887,882,887,1,887,0,0,,Click Response,LeftOption,4,object-112,1e-2,_,51,1e-2_51,7,Testing02,13_QUIBBLER,ASK,.png,13_QUIBBLER_ASK.png,BLOT,WAN,13_QUIBBLER_BLOT_WAN.png,13_QUIBBLER_BLOT_WUNG.png,BLOT,13_QUIBBLER_BLOT_WAN.png,13_QUIBBLER_BLOT_WUNG.png,,,,WAN,WUNG,,37,45
30,1712403009323,06/04/2024 11:30:09,1712406609323,1,06/04/2024 13:30:09,139619,19,task-98zo,,36792907,BLIND,10848462,,complete,,66112a955d4f9f30f20c9680,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1440x900,1437x715,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,1e-2 B Testing,28,Testing02,Testing,hvzr65,1,response,40_BURYSNAPE_BLOT_WUNG.png,479,467,479,479,467,479,1,479,0,0,,Click Response,RightOption,3,object-86,1e-2,_,50,1e-2_50,7,Testing02,40_BURYSNAPE,ASK,.png,40_BURYSNAPE_ASK.png,BLOT,WIM,40_BURYSNAPE_BLOT_WIM.png,40_BURYSNAPE_BLOT_WUNG.png,BLOT,40_BURYSNAPE_BLOT_WUNG.png,40_BURYSNAPE_BLOT_WIM.png,,,,WIM,WUNG,,38,46
31,1712403009766,06/04/2024 11:30:09,1712406609766,1,06/04/2024 13:30:09,139619,19,task-98zo,,36792907,BLIND,10848462,,complete,,66112a955d4f9f30f20c9680,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1440x900,1437x715,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,1e-2 B Testing,29,Testing02,Testing,hvzr65,1,response,12_SKEETER_BLOT_WAN.png,456,451,456,456,451,456,0,456,0,0,,Click Response,LeftOption,4,object-112,1e-2,_,54,1e-2_54,8,Testing02,12_SKEETER,ASK,.png,12_SKEETER_ASK.png,BLOT,WAN,12_SKEETER_BLOT_WAN.png,12_SKEETER_BLOT_WUNG.png,BLOT,12_SKEETER_BLOT_WUNG.png,12_SKEETER_BLOT_WAN.png,,,,WAN,WUNG,,38,47
32,1712403010253,06/04/2024 11:30:10,1712406610253,1,06/04/2024 13:30:10,139619,19,task-98zo,,36792907,BLIND,10848462,,complete,,66112a955d4f9f30f20c9680,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1440x900,1437x715,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,1e-2 B Testing,30,Testing02,Testing,hvzr65,1,response,28_GALLEONS_BLOT_WIM.png,491,483,491,491,483,491,1,491,0,0,,Click Response,RightOption,3,object-86,1e-2,_,56,1e-2_56,8,Testing02,28_GALLEONS,ASK,.png,28_GALLEONS_ASK.png,BLOT,WUNG,28_GALLEONS_BLOT_WUNG.png,28_GALLEONS_BLOT_WIM.png,BLOT,28_GALLEONS_BLOT_WIM.png,28_GALLEONS_BLOT_WUNG.png,,,,WUNG,WIM,,39,48
33,1712403010686,06/04/2024 11:30:10,1712406610686,1,06/04/2024 13:30:10,139619,19,task-98zo,,36792907,BLIND,10848462,,complete,,66112a955d4f9f30f20c9680,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1440x900,1437x715,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,1e-2 B Testing,31,Testing02,Testing,hvzr65,1,response,18_LIVEGODRIC_BLOT_WAN.png,442,433,442,442,433,442,1,442,0,0,,Click Response,LeftOption,4,object-112,1e-2,_,53,1e-2_53,8,Testing02,18_LIVEGODRIC,ASK,.png,18_LIVEGODRIC_ASK.png,BLOT,WAN,18_LIVEGODRIC_BLOT_WAN.png,18_LIVEGODRIC_BLOT_WUNG.png,BLOT,18_LIVEGODRIC_BLOT_WAN.png,18_LIVEGODRIC_BLOT_WUNG.png,,,,WAN,WUNG,,40,49
34,1712403011412,06/04/2024 11:30:11,1712406611412,1,06/04/2024 13:30:11,139619,19,task-98zo,,36792907,BLIND,10848462,,complete,,66112a955d4f9f30f20c9680,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1440x900,1437x715,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,1e-2 B Testing,32,Testing02,Testing,hvzr65,1,response,34_FANLETTERS_BLOT_WAN.png,735,733,735,735,733,735,1,735,0,0,,Click Response,LeftOption,4,object-112,1e-2,_,55,1e-2_55,8,Testing02,34_FANLETTERS,ASK,.png,34_FANLETTERS_ASK.png,BLOT,WAN,34_FANLETTERS_BLOT_WAN.png,34_FANLETTERS_BLOT_WIM.png,BLOT,34_FANLETTERS_BLOT_WAN.png,34_FANLETTERS_BLOT_WIM.png,,,,WAN,WIM,,41,50
35,1712403012294,06/04/2024 11:30:12,1712406612294,1,06/04/2024 13:30:12,139619,19,task-98zo,,36792907,BLIND,10848462,,complete,,66112a955d4f9f30f20c9680,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1440x900,1437x715,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,1e-2 B Testing,33,Testing02,Testing,hvzr65,1,response,32_QWC_BLOT_WIM.png,884,867,884,884,867,884,0,884,0,0,,Click Response,LeftOption,4,object-112,1e-2,_,57,1e-2_57,9,Testing02,32_QWC,ASK,.png,32_QWC_ASK.png,BLOT,WIM,32_QWC_BLOT_WIM.png,32_QWC_BLOT_WAN.png,BLOT,32_QWC_BLOT_WAN.png,32_QWC_BLOT_WIM.png,,,,WIM,WAN,,41,51
36,1712403013072,06/04/2024 11:30:13,1712406613072,1,06/04/2024 13:30:13,139619,19,task-98zo,,36792907,BLIND,10848462,,complete,,66112a955d4f9f30f20c9680,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1440x900,1437x715,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,1e-2 B Testing,34,Testing02,Testing,hvzr65,1,response,14_MUNGOS_BLOT_WAN.png,795,783,795,795,783,795,0,795,0,0,,Click Response,RightOption,3,object-86,1e-2,_,60,1e-2_60,9,Testing02,14_MUNGOS,ASK,.png,14_MUNGOS_ASK.png,BLOT,WIM,14_MUNGOS_BLOT_WIM.png,14_MUNGOS_BLOT_WAN.png,BLOT,14_MUNGOS_BLOT_WIM.png,14_MUNGOS_BLOT_WAN.png,,,,WIM,WAN,,41,52
37,1712403014079,06/04/2024 11:30:14,1712406614079,1,06/04/2024 13:30:14,139619,19,task-98zo,,36792907,BLIND,10848462,,complete,,66112a955d4f9f30f20c9680,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1440x900,1437x715,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,1e-2 B Testing,35,Testing02,Testing,hvzr65,1,response,19_BURYVOLDY_BLOT_WIM.png,1018,1018,1018,1018,1018,1018,0,1018,0,0,,Click Response,RightOption,3,object-86,1e-2,_,58,1e-2_58,9,Testing02,19_BURYVOLDY,ASK,.png,19_BURYVOLDY_ASK.png,BLOT,WUNG,19_BURYVOLDY_BLOT_WUNG.png,19_BURYVOLDY_BLOT_WIM.png,BLOT,19_BURYVOLDY_BLOT_WUNG.png,19_BURYVOLDY_BLOT_WIM.png,,,,WUNG,WIM,,41,53
38,1712403014608,06/04/2024 11:30:14,1712406614608,1,06/04/2024 13:30:14,139619,19,task-98zo,,36792907,BLIND,10848462,,complete,,66112a955d4f9f30f20c9680,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1440x900,1437x715,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,1e-2 B Testing,36,Testing02,Testing,hvzr65,1,response,27_BESTSELLER_BLOT_WAN.png,528.0000000000291,516,528.0000000000291,528.0000000000291,516,528.0000000000291,1,528.0000000000291,0,0,,Click Response,RightOption,3,object-86,1e-2,_,59,1e-2_59,9,Testing02,27_BESTSELLER,ASK,.png,27_BESTSELLER_ASK.png,BLOT,WUNG,27_BESTSELLER_BLOT_WUNG.png,27_BESTSELLER_BLOT_WAN.png,BLOT,27_BESTSELLER_BLOT_WAN.png,27_BESTSELLER_BLOT_WUNG.png,,,,WUNG,WAN,,42,54
39,1712403015195,06/04/2024 11:30:15,1712406615195,1,06/04/2024 13:30:15,139619,19,task-98zo,,36792907,BLIND,10848462,,complete,,66112a955d4f9f30f20c9680,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1440x900,1437x715,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,1e-2 B Testing,37,Testing02,Testing,hvzr65,1,response,11_RONWAND_BLOT_WUNG.png,599,583,599,599,583,599,0,599,0,0,,Click Response,LeftOption,4,object-112,1e-2,_,61,1e-2_61,10,Testing02,11_RONWAND,ASK,.png,11_RONWAND_ASK.png,BLOT,WUNG,11_RONWAND_BLOT_WUNG.png,11_RONWAND_BLOT_WAN.png,BLOT,11_RONWAND_BLOT_WAN.png,11_RONWAND_BLOT_WUNG.png,,,,WUNG,WAN,,42,55
40,1712403015782,06/04/2024 11:30:15,1712406615782,1,06/04/2024 13:30:15,139619,19,task-98zo,,36792907,BLIND,10848462,,complete,,66112a955d4f9f30f20c9680,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1440x900,1437x715,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,1e-2 B Testing,38,Testing02,Testing,hvzr65,1,response,33_ROR_BLOT_WAN.png,605,600,605,605,600,605,0,605,0,0,,Click Response,RightOption,3,object-86,1e-2,_,62,1e-2_62,10,Testing02,33_ROR,ASK,.png,33_ROR_ASK.png,BLOT,WUNG,33_ROR_BLOT_WUNG.png,33_ROR_BLOT_WAN.png,BLOT,33_ROR_BLOT_WUNG.png,33_ROR_BLOT_WAN.png,,,,WUNG,WAN,,42,56
41,1712403016652,06/04/2024 11:30:16,1712406616652,1,06/04/2024 13:30:16,139619,19,task-98zo,,36792907,BLIND,10848462,,complete,,66112a955d4f9f30f20c9680,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1440x900,1437x715,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,1e-2 B Testing,39,Testing02,Testing,hvzr65,1,response,06_MOM_BLOT_WIM.png,874,866,874,874,866,874,0,874,0,0,,Click Response,LeftOption,4,object-112,1e-2,_,63,1e-2_63,10,Testing02,06_MOM,ASK,.png,06_MOM_ASK.png,BLOT,WIM,06_MOM_BLOT_WIM.png,06_MOM_BLOT_WAN.png,BLOT,06_MOM_BLOT_WAN.png,06_MOM_BLOT_WIM.png,,,,WIM,WAN,,42,57
42,1712403017289,06/04/2024 11:30:17,1712406617289,1,06/04/2024 13:30:17,139619,19,task-98zo,,36792907,BLIND,10848462,,complete,,66112a955d4f9f30f20c9680,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1440x900,1437x715,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,1e-2 B Testing,40,Testing02,Testing,hvzr65,1,response,42_ENGLAND_BLOT_WIM.png,646,633,646,646,633,646,1,646,0,0,,Click Response,LeftOption,4,object-112,1e-2,_,64,1e-2_64,10,Testing02,42_ENGLAND,ASK,.png,42_ENGLAND_ASK.png,BLOT,WIM,42_ENGLAND_BLOT_WIM.png,42_ENGLAND_BLOT_WUNG.png,BLOT,42_ENGLAND_BLOT_WIM.png,42_ENGLAND_BLOT_WUNG.png,,,,WIM,WUNG,,43,58
43,1712403018032,06/04/2024 11:30:18,1712406618032,1,06/04/2024 13:30:18,139619,19,task-98zo,,36792907,BLIND,10848462,,complete,,66112a955d4f9f30f20c9680,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1440x900,1437x715,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,1e-2 B Testing,41,Testing02,Testing,hvzr65,1,response,25_PROSECUTE_BLOT_WAN.png,755,750,755,755,750,755,1,755,0,0,,Click Response,LeftOption,4,object-112,1e-2,_,65,1e-2_65,11,Testing02,25_PROSECUTE,ASK,.png,25_PROSECUTE_ASK.png,BLOT,WAN,25_PROSECUTE_BLOT_WAN.png,25_PROSECUTE_BLOT_WIM.png,BLOT,25_PROSECUTE_BLOT_WAN.png,25_PROSECUTE_BLOT_WIM.png,,,,WAN,WIM,,44,59
44,1712403018786,06/04/2024 11:30:18,1712406618786,1,06/04/2024 13:30:18,139619,19,task-98zo,,36792907,BLIND,10848462,,complete,,66112a955d4f9f30f20c9680,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1440x900,1437x715,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,1e-2 B Testing,42,Testing02,Testing,hvzr65,1,response,41_PIXIE_BLOT_WAN.png,760,751,760,760,751,760,1,760,0,0,,Click Response,LeftOption,4,object-112,1e-2,_,67,1e-2_67,11,Testing02,41_PIXIE,ASK,.png,41_PIXIE_ASK.png,BLOT,WAN,41_PIXIE_BLOT_WAN.png,41_PIXIE_BLOT_WUNG.png,BLOT,41_PIXIE_BLOT_WAN.png,41_PIXIE_BLOT_WUNG.png,,,,WAN,WUNG,,45,60
45,1712403020021,06/04/2024 11:30:20,1712406620021,1,06/04/2024 13:30:20,139619,19,task-98zo,,36792907,BLIND,10848462,,complete,,66112a955d4f9f30f20c9680,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1440x900,1437x715,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,1e-2 B Testing,43,Testing02,Testing,hvzr65,1,response,05_AUROR_BLOT_WUNG.png,1244,1233,1244,1244,1233,1244,1,1244,0,0,,Click Response,RightOption,3,object-86,1e-2,_,66,1e-2_66,11,Testing02,05_AUROR,ASK,.png,05_AUROR_ASK.png,BLOT,WIM,05_AUROR_BLOT_WIM.png,05_AUROR_BLOT_WUNG.png,BLOT,05_AUROR_BLOT_WUNG.png,05_AUROR_BLOT_WIM.png,,,,WIM,WUNG,,46,61
46,1712403021199,06/04/2024 11:30:21,1712406621199,1,06/04/2024 13:30:21,139619,19,task-98zo,,36792907,BLIND,10848462,,complete,,66112a955d4f9f30f20c9680,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1440x900,1437x715,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,1e-2 B Testing,44,Testing02,Testing,hvzr65,1,response,21_TEACHHOG_BLOT_WIM.png,1189,1185,1189,1189,1185,1189,1,1189,0,0,,Click Response,RightOption,3,object-86,1e-2,_,68,1e-2_68,11,Testing02,21_TEACHHOG,ASK,.png,21_TEACHHOG_ASK.png,BLOT,WAN,21_TEACHHOG_BLOT_WAN.png,21_TEACHHOG_BLOT_WIM.png,BLOT,21_TEACHHOG_BLOT_WIM.png,21_TEACHHOG_BLOT_WAN.png,,,,WAN,WIM,,47,62
47,1712403022054,06/04/2024 11:30:22,1712406622054,1,06/04/2024 13:30:22,139619,19,task-98zo,,36792907,BLIND,10848462,,complete,,66112a955d4f9f30f20c9680,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1440x900,1437x715,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,1e-2 B Testing,45,Testing02,Testing,hvzr65,1,response,39_STOPHAGRID_BLOT_WUNG.png,859,849,859,859,849,859,0,859,0,0,,Click Response,RightOption,3,object-86,1e-2,_,69,1e-2_69,12,Testing02,39_STOPHAGRID,ASK,.png,39_STOPHAGRID_ASK.png,BLOT,WAN,39_STOPHAGRID_BLOT_WAN.png,39_STOPHAGRID_BLOT_WUNG.png,BLOT,39_STOPHAGRID_BLOT_WAN.png,39_STOPHAGRID_BLOT_WUNG.png,,,,WAN,WUNG,,47,63
